order_id,order_date,order_time,order_status,sales_channel,customer_id,customer_name,customer_age,gender,customer_segment,customer_type,customer_city,customer_state,customer_country,region,customer_postal_code,payment_method,payment_status,currency,shipping_method,warehouse,delivery_days,estimated_delivery_days,delivery_status,return_status,return_reason,customer_rating,review_sentiment,customer_review,marketing_channel,campaign_name,coupon_code,loyalty_points_earned,loyalty_points_redeemed,quantity,gross_sales,discount_amount,tax_amount,shipping_cost,net_sales,product_cost,profit,profit_margin_percentage,customer_lifetime_value,is_repeat_customer,customer_order_count
ORD-107060,2021-11-25,23:16:54,Completed,Website,CUST-002245,Laurie Hebert,60,Male,Consumer,Loyal,Kinghaven,New York,USA,East,16788,Cash on Delivery,Paid,USD,Same Day,WH-004,0.0,0.0,On Time,,,3.3,Neutral,Average product. Could be better.,Organic Search,Default_Campaign,,16,7,5,233.8,102.5,9.19,24.36,164.85,103.3,37.19,22.56,2916.82,True,6
ORD-220044,2021-07-29,12:02:46,Completed,Website,CUST-004522,Natasha Smith,43,Male,Consumer,Loyal,Port Christopher,Uttar Pradesh,India,North,95821,Credit Card,Paid,INR,Economy,WH-012,9.0,9.0,On Time,,,4.0,Positive,Met my expectations. Would recommend.,TikTok,Default_Campaign,,8,0,3,89.16,20.38,12.38,2.03,83.19,25.86,55.3,66.47,11954.57,True,10
ORD-473184,2023-09-01,05:18:18,Completed,Social Media,CUST-018003,Jamie Ramsey,32,Male,Consumer,Loyal,Debraborough,Florida,USA,South,13025,Credit Card,Paid,USD,Express,WH-001,3.0,3.0,On Time,,,3.4,Neutral,Quality could be improved.,Facebook Ads,,,116,95,9,1331.57,265.03,74.67,28.58,1169.79,534.72,606.49,51.85,14214.95,True,10
ORD-891021,2025-12-13,05:46:25,Completed,Mobile App,CUST-013307,Jasmin Hernandez,53,Non-Binary,Consumer,Loyal,Rachelhaven,Hesse,Germany,Central,26742,Debit Card,Paid,EUR,Economy,WH-002,6.0,6.0,On Time,,,3.3,Neutral,Not what I expected but it's okay.,Email Marketing,,,25,18,3,232.23,28.6,38.69,8.67,250.99,80.35,161.97,64.53,8577.01,True,7
ORD-465775,2023-05-28,16:45:58,Completed,Mobile App,CUST-022158,Abigail Hogan,65,Male,Consumer,Loyal,Pamelaville,Scotland,UK,North,84377,Debit Card,Paid,GBP,Express,WH-005,1.0,1.0,On Time,,,4.4,Positive,Good product. Works as expected.,Facebook Ads,,,81,10,2,694.2,32.1,132.42,24.69,819.21,325.07,469.4500000000001,57.31,8877.420000000002,True,4
ORD-265895,2025-05-17,23:08:26,Completed,Website,CUST-004873,Sergio Cochran,36,Male,Consumer,Loyal,Meyerton,England,UK,North,69671,Debit Card,Paid,GBP,Same Day,WH-016,0.0,0.0,Early,,,3.4,Neutral,Quality could be improved.,Google Ads,,SAVE25,93,56,1,766.54,3.72,152.56,20.22,935.6,397.04,518.34,55.4,12461.86,True,7
ORD-956769,2022-11-21,00:47:56,Completed,Mobile App,CUST-023565,Amanda Wilson,73,Male,Premium,Loyal,Garrettmouth,Northern Ireland,UK,West,14799,Debit Card,Pending,GBP,Same Day,WH-005,1.0,1.0,On Time,,,4.0,Positive,Satisfied with the purchase.,Organic Search,Default_Campaign,,13,7,1,120.4,18.73,20.33,16.92,138.92,40.69,81.31,58.53,5619.62,True,7
ORD-601609,2022-08-10,10:21:22,Completed,Website,CUST-012010,Alison Miller,55,Female,Business,Loyal,West Jeffrey,Michigan,USA,Central,44831,Debit Card,Paid,USD,Standard,WH-006,6.0,6.0,On Time,,,3.7,Positive,Good value for money.,Google Ads,,,43,11,3,411.04,12.8,27.880000000000003,9.74,435.86,238.29,187.83,43.09,14439.46,True,10
ORD-789006,2021-06-21,11:19:09,Completed,Website,CUST-015882,Sharon Mason,73,Female,VIP,Loyal,Simpsonfurt,New York,USA,East,25874,Debit Card,Paid,USD,Standard,WH-017,5.0,5.0,On Time,,,4.0,Positive,Met my expectations. Would recommend.,Direct,,,53,0,5,574.0,89.82000000000001,33.89,14.98,533.05,280.31,237.76,44.6,7122.41,True,6
ORD-285869,2023-08-03,03:12:52,Completed,Mobile App,CUST-022685,Tyrone Moore,48,Male,Consumer,Loyal,Keithmouth,Western Australia,Australia,West,24475,Buy Now Pay Later,Paid,AUD,Standard,WH-018,5.0,5.0,On Time,,,4.2,Positive,Good value for money.,Instagram,,,106,13,9,1127.58,190.58,93.7,37.45,1068.15,422.19,608.51,56.97,18416.87,True,11
ORD-842124,2022-09-10,19:07:36,Cancelled,Mobile App,CUST-014317,Theresa Pierce,65,Male,Consumer,Loyal,Port Cassandrashire,England,UK,North,85895,Credit Card,Failed,GBP,Standard,WH-009,,,Cancelled,,,,,,Direct,Default_Campaign,,0,0,4,713.5799999999999,0.0,142.72,10.03,866.33,357.28,499.02,57.6,9478.15,True,9
ORD-139256,2025-11-29,05:14:47,Returned,Website,CUST-001768,Holly Walters,52,Male,Premium,Loyal,East Angela,Gujarat,India,West,72233,Credit Card,Refunded,INR,Economy,WH-015,,,Cancelled,Returned,Changed Mind,,,,Instagram,,,0,0,4,1208.44,0.0,217.52,0.6000000000000001,1426.56,532.41,893.55,62.64,11458.92,True,9
ORD-867290,2022-11-29,08:58:21,Completed,Mobile App,CUST-007139,Timothy Ritter,32,Female,Consumer,Loyal,Bensonbury,Texas,USA,South,45926,Credit Card,Paid,USD,Express,WH-007,6.0,3.0,Delayed,,,2.9,Neutral,Not what I expected but it's okay.,Email Marketing,Promo_Email,,49,29,6,574.5,137.13,30.62,30.12,498.11,299.43,168.56,33.84,8723.5,True,9
ORD-435160,2025-07-05,22:44:07,Completed,Website,CUST-015777,Randy Harris,40,Female,Premium,Loyal,Anthonymouth,Wales,UK,West,70797,Digital Wallet,Paid,GBP,Express,WH-012,3.0,3.0,On Time,,,3.5,Positive,Good value for money.,Facebook Ads,FB_Dynamic,,12,5,2,105.5,10.38,19.02,9.84,123.98,46.3,67.84,54.72,9924.31,True,5
ORD-751674,2025-05-22,11:09:50,Completed,Website,CUST-004462,Brenda Martinez,55,Male,VIP,Returning,Kristinbury,Northern Ireland,UK,West,88258,Credit Card,Paid,GBP,Standard,WH-009,4.0,4.0,On Time,,,3.6,Positive,Good product. Works as expected.,Facebook Ads,FB_Prospecting,,164,102,5,1514.7800000000002,151.69,272.62,13.4,1649.11,745.89,889.8199999999999,53.96,4115.1,True,3
ORD-123568,2022-12-15,12:59:34,Completed,Social Media,CUST-005220,Courtney Mendoza,64,Female,Consumer,Loyal,Davidton,Northern Ireland,UK,West,56613,Debit Card,Pending,GBP,Economy,WH-006,5.0,5.0,On Time,,,4.1,Positive,Satisfied with the purchase.,Email Marketing,Promo_Email,SAVE19,245,213,11,3469.59,1457.27,402.4599999999999,38.45,2453.23,1791.76,623.0200000000001,25.4,8009.16,True,5
ORD-429714,2023-12-03,03:06:20,Completed,Social Media,CUST-021864,Dylan Woods,28,Female,Consumer,Loyal,Russellland,Wales,UK,West,26581,Cash on Delivery,Paid,GBP,Express,WH-018,0.0,2.0,Early,,,4.0,Positive,Decent quality for the price.,Organic Search,,,96,9,7,1202.8000000000002,419.78,156.61,20.950000000000003,960.58,486.39,453.24,47.18,3940.75,True,4
ORD-224819,2022-02-04,19:08:00,Completed,Mobile App,CUST-000361,Shannon Duncan,62,Male,Consumer,Loyal,Port Cory,Ajman,UAE,North,35883,Credit Card,Paid,AED,Standard,WH-010,4.0,4.0,On Time,,,3.7,Positive,Satisfied with the purchase.,Email Marketing,,,13,5,1,121.04,3.89,5.86,8.15,131.16,66.0,57.01,43.47,12489.57,True,9
ORD-933223,2025-07-06,05:59:03,Completed,Marketplace,CUST-013768,Aaron Green,73,Male,Consumer,Loyal,Joyceberg,England,UK,North,35193,Debit Card,Paid,GBP,Express,WH-017,3.0,3.0,On Time,,,3.9,Positive,"Product is okay, nothing special but works.",Organic Search,,,121,67,6,1315.94,316.3,199.93,17.05,1216.62,670.76,528.81,43.47,10033.05,True,4
ORD-221942,2021-11-27,11:59:58,Completed,Marketplace,CUST-022915,Victoria Best,57,Male,Premium,Loyal,West Teresaland,Ohio,USA,Central,92847,PayPal,Paid,USD,Same Day,WH-001,0.0,0.0,On Time,,,3.3,Neutral,Not what I expected but it's okay.,Google Ads,,SAVE46,404,87,12,8208.09,4456.09,262.64,33.02,4047.66,4988.25,-973.61,-24.05,12919.59,True,10
ORD-842111,2024-08-01,20:40:28,Completed,Mobile App,CUST-011944,Bryan Martinez,47,Female,Consumer,Loyal,South Jeremy,Florida,USA,South,97247,Cash on Delivery,Pending,USD,Standard,WH-017,3.0,3.0,On Time,,,4.2,Positive,Satisfied with the purchase.,Facebook Ads,,,11,4,2,101.93,9.67,6.45,20.78,119.49,55.58,43.13,36.1,11775.72,True,7
ORD-869619,2022-06-03,01:46:56,Completed,Mobile App,CUST-002134,Robin Lynch,19,Female,Consumer,Loyal,West Mary,Northern Ireland,UK,West,29716,Credit Card,Paid,GBP,Same Day,WH-005,1.0,1.0,On Time,,,3.1,Neutral,Mixed feelings about this purchase.,Organic Search,,,138,137,8,1341.0600000000004,221.14,223.98,44.93000000000001,1388.8300000000002,637.58,706.32,50.86,9362.74,True,7
ORD-618147,2023-12-13,15:25:29,Completed,Website,CUST-002067,John Thompson,22,Male,Consumer,Loyal,Lake Johnton,Michigan,USA,Central,9292,Cash on Delivery,Paid,USD,Economy,WH-006,10.0,10.0,On Time,,,3.6,Positive,Met my expectations. Would recommend.,Direct,Default_Campaign,SAVE20,46,25,3,808.62,380.52,29.97,4.07,462.14,370.17,87.9,19.02,15165.96,True,10
ORD-545354,2021-08-11,16:15:41,Completed,Website,CUST-011802,George Stewart,40,Female,Consumer,Returning,North Carolland,England,UK,North,57865,Digital Wallet,Paid,GBP,Standard,WH-001,4.0,4.0,On Time,,,3.1,Neutral,Mixed feelings about this purchase.,Referral,Referral_Program,,115,66,9,1063.6,113.73,189.97,17.36,1157.1999999999998,427.49,712.35,61.56,2172.15,True,3
ORD-497986,2025-12-20,14:42:36,Completed,Website,CUST-007501,Shawn Gill,62,Male,Consumer,Loyal,Emilyview,Pennsylvania,USA,East,2319,PayPal,Paid,USD,Standard,WH-015,5.0,5.0,On Time,,,3.6,Positive,Met my expectations. Would recommend.,Facebook Ads,,,61,3,8,789.51,255.26,37.4,45.43,617.0799999999999,417.71,153.94,24.95,5529.629999999999,True,8
ORD-996270,2025-03-25,16:56:15,Pending,Website,CUST-018766,Brent Baldwin,67,Female,Consumer,Loyal,South Michaelmouth,Pennsylvania,USA,East,56368,Credit Card,Pending,USD,Economy,WH-012,,,Cancelled,,,,,,Facebook Ads,,,0,0,7,3186.19,428.03,193.07,22.75,2973.98,1918.03,1033.2,34.74,9336.91,True,5
ORD-772659,2023-12-02,19:22:08,Completed,Mobile App,CUST-014715,Eric Ray,29,Female,Consumer,Loyal,Port Tina,Wales,UK,West,38826,Credit Card,Pending,GBP,Same Day,WH-007,0.0,0.0,On Time,,,4.1,Positive,Good product. Works as expected.,Email Marketing,,,86,7,4,909.54,218.55,138.2,32.23,861.4200000000001,480.81,348.38,40.44,16259.62,True,9
ORD-433253,2021-12-26,08:24:39,Completed,Website,CUST-003057,Cody Sanchez,50,Male,Consumer,Loyal,Stephanieshire,Hesse,Germany,Central,2116,Buy Now Pay Later,Paid,EUR,Standard,WH-007,6.0,6.0,On Time,,,3.6,Positive,"Product is okay, nothing special but works.",Referral,,,144,61,5,2013.37,809.74,228.69,10.19,1442.51,995.07,437.25,30.31,13361.34,True,9
ORD-611610,2023-10-14,05:54:01,Completed,Marketplace,CUST-007139,Timothy Ritter,32,Female,Consumer,Loyal,Bensonbury,Texas,USA,South,45926,Credit Card,Pending,USD,Standard,WH-011,4.0,4.0,On Time,,,3.7,Positive,Good value for money.,Facebook Ads,,SAVE46,55,9,3,513.73,11.05,35.19,20.6,558.47,167.6,370.27,66.3,8723.5,True,9
ORD-183738,2025-02-25,15:07:25,Completed,Website,CUST-016333,Kelly Hebert,46,Male,VIP,Loyal,East Vanessa,Florida,USA,South,91523,Credit Card,Paid,USD,Standard,WH-012,4.0,4.0,On Time,,,3.3,Neutral,Not what I expected but it's okay.,Referral,,,135,103,3,1358.49,97.03,88.3,2.8600000000000003,1352.62,647.34,702.42,51.93,10800.5,True,6
ORD-192307,2021-07-03,14:48:02,Completed,Mobile App,CUST-006642,Leah Moore,65,Male,Consumer,Loyal,Gravesberg,Scotland,UK,North,50658,Digital Wallet,Paid,GBP,Standard,WH-007,7.0,7.0,On Time,,,3.4,Neutral,Not what I expected but it's okay.,Facebook Ads,,,421,133,8,4987.37,1490.87,699.3,22.19,4217.99,2713.45,1482.35,35.14,11668.79,True,5
ORD-209029,2023-07-02,16:28:43,Completed,Marketplace,CUST-010771,Alyssa Powell,32,Male,VIP,Loyal,South Madisonville,Queensland,Australia,North,28252,PayPal,Paid,AUD,Standard,WH-005,6.0,3.0,Delayed,,,3.3,Neutral,Average product. Could be better.,Referral,Referral_Program,SAVE39,261,29,13,3880.41,1546.2,233.42,44.64,2612.27,2103.9700000000003,463.66,17.75,10896.57,True,7
ORD-526906,2021-05-03,02:04:26,Cancelled,Marketplace,CUST-009614,Brandon Oconnor,39,Male,Consumer,Loyal,West Dylanville,Northern Ireland,UK,West,38331,Bank Transfer,Failed,GBP,Standard,WH-013,,,Cancelled,,,,,,Organic Search,,SAVE44,0,0,10,4734.31,0.0,946.86,22.090000000000003,5703.26,2830.5200000000004,2850.65,49.98,15584.98,True,6
ORD-352399,2023-12-29,21:08:14,Pending,Mobile App,CUST-001192,Lisa Bailey,55,Male,Premium,Loyal,West Sabrinastad,Michigan,USA,Central,35287,Debit Card,Pending,USD,Economy,WH-002,,,Cancelled,,,,,,Facebook Ads,FB_Dynamic,,0,0,8,3780.05,1307.74,173.06,3.33,2648.7000000000003,2504.81,140.56,5.31,8831.710000000001,True,6
ORD-323760,2023-12-04,10:58:47,Completed,Mobile App,CUST-002380,Christopher Diaz,49,Female,Consumer,Loyal,Parkermouth,Baden-Württemberg,Germany,South,38990,PayPal,Paid,EUR,Same Day,WH-018,0.0,0.0,On Time,,,3.5,Positive,Good product. Works as expected.,Organic Search,Default_Campaign,,134,70,9,1354.14,253.54,209.11,32.97,1342.6799999999998,469.85,839.8599999999999,62.55,6351.5,True,8
ORD-178085,2021-11-02,17:19:03,Completed,Website,CUST-015498,Paul Sanchez,70,Male,Business,Loyal,North Melissa,Western Australia,Australia,West,85909,Debit Card,Paid,AUD,Standard,WH-013,7.0,5.0,Delayed,,,3.1,Neutral,Mixed feelings about this purchase.,Instagram,Insta_Reels,,42,42,3,431.31,64.96000000000001,36.63,17.66,420.64,210.48,192.5,45.76,13448.05,True,13
ORD-402737,2023-08-08,03:56:34,Completed,Mobile App,CUST-022641,Cynthia Mcbride,44,Non-Binary,VIP,Loyal,North Elizabeth,California,USA,West,20871,Cash on Delivery,Paid,USD,Economy,WH-002,5.0,5.0,On Time,,,4.0,Positive,Good product. Works as expected.,Google Ads,Google_Search_Q1,SAVE27,153,91,8,1591.15,180.91,98.73,26.73,1535.6999999999998,953.68,555.29,36.16,8328.83,True,9
ORD-396404,2022-11-01,12:26:01,Completed,Website,CUST-001579,Lori Cross,31,Male,Premium,Loyal,Carlsonside,Tamil Nadu,India,South,9893,Buy Now Pay Later,Pending,INR,Standard,WH-018,5.0,5.0,On Time,,,4.1,Positive,Decent quality for the price.,Facebook Ads,,,91,47,14,1200.4499999999998,441.16,136.66,14.38,910.33,637.96,257.99,28.34,3200.95,True,6
ORD-336387,2022-10-07,10:16:53,Completed,Mobile App,CUST-011627,Benjamin Jones,45,Female,Premium,Loyal,New Kathleenton,Michigan,USA,Central,26611,Credit Card,Paid,USD,Standard,WH-008,6.0,6.0,On Time,,,4.1,Positive,Good product. Works as expected.,Organic Search,Default_Campaign,,30,1,1,306.37,25.56,19.66,3.0700000000000003,303.54,191.09,109.38,36.03,7970.269999999999,True,8
ORD-622642,2022-07-23,04:19:45,Completed,Mobile App,CUST-015205,Joshua Watkins,63,Male,Business,Loyal,Yangmouth,Michigan,USA,Central,22092,Cash on Delivery,Paid,USD,Standard,WH-007,1.0,3.0,Early,,,3.7,Positive,Satisfied with the purchase.,Instagram,,,43,27,2,502.14,103.87,27.88,5.93,432.08,279.06,147.09,34.04,8205.17,True,6
ORD-248307,2025-04-18,01:12:46,Completed,Marketplace,CUST-014204,Joshua Martinez,46,Female,Consumer,Loyal,Smithside,Michigan,USA,Central,63612,Debit Card,Paid,USD,Express,WH-017,2.0,2.0,On Time,,,3.7,Positive,Met my expectations. Would recommend.,Direct,,,167,128,5,1659.9299999999998,134.54,106.77,44.32,1676.48,828.09,804.0699999999999,47.96,15083.24,True,12
ORD-198992,2023-04-12,12:38:03,Completed,Marketplace,CUST-003681,Melissa Evans,39,Female,VIP,Loyal,South Sarah,California,USA,West,10342,Debit Card,Paid,USD,Standard,WH-019,7.0,6.0,Delayed,,,2.9,Neutral,Average product. Could be better.,Direct,,,105,105,3,1137.1,166.87,67.92,15.44,1053.59,603.06,435.09,41.3,11751.46,True,11
ORD-120587,2023-04-06,07:10:45,Completed,Mobile App,CUST-002295,Molly Douglas,31,Male,VIP,Loyal,Davishaven,North Carolina,USA,South,39239,Digital Wallet,Paid,USD,Standard,WH-018,6.0,6.0,On Time,,,4.4,Positive,Good value for money.,Affiliate,,,128,116,6,1314.66,116.95,83.84,5.86,1287.41,424.72,856.8299999999999,66.55,6006.120000000001,True,5
ORD-776328,2025-12-02,12:09:11,Completed,Mobile App,CUST-011901,Elizabeth Mitchell,57,Male,Consumer,Returning,West Jessicahaven,Ohio,USA,Central,67496,Debit Card,Paid,USD,Standard,WH-015,6.0,3.0,Delayed,,,2.9,Neutral,Quality could be improved.,Direct,,,295,80,4,3913.04,1157.79,192.87,5.97,2954.09,2078.64,869.48,29.43,3936.78,True,3
ORD-184602,2025-07-19,22:14:55,Completed,Website,CUST-007162,Jason Taylor,41,Non-Binary,Consumer,Loyal,North Thomasberg,California,USA,West,83686,PayPal,Paid,USD,Express,WH-012,1.0,1.0,On Time,,,4.5,Positive,Perfect product for my needs. Will buy again.,Google Ads,Google_Display,,268,187,10,2936.71,492.35,171.11,68.12,2683.59,1606.1,1009.37,37.61,9939.82,True,4
ORD-603924,2023-08-01,12:10:44,Completed,Marketplace,CUST-000181,Tammy Day,35,Male,Consumer,Loyal,Woodardstad,Michigan,USA,Central,60662,Cash on Delivery,Paid,USD,Express,WH-019,3.0,3.0,On Time,,,4.4,Positive,Met my expectations. Would recommend.,Email Marketing,,,236,101,11,2399.11,220.95,152.47,32.59,2363.2200000000003,1002.44,1328.19,56.2,5697.84,True,5
ORD-886085,2024-02-11,09:07:36,Completed,Mobile App,CUST-020743,Cynthia Norris,55,Female,Business,Loyal,Carlatown,North Carolina,USA,South,52645,Buy Now Pay Later,Paid,USD,Express,WH-004,3.0,3.0,On Time,,,3.6,Positive,Decent quality for the price.,Organic Search,,,18,17,1,162.47,3.27,11.14,15.33,185.67,74.35,95.99,51.7,4058.33,True,4
ORD-552840,2023-12-21,21:42:59,Completed,Mobile App,CUST-020112,Erin Ross,67,Male,Premium,Loyal,West Benjaminhaven,South Australia,Australia,South,9933,Debit Card,Paid,AUD,Standard,WH-014,4.0,3.0,Delayed,,,3.1,Neutral,Product has some issues but it works.,Organic Search,Default_Campaign,,7,2,4,84.92,18.18,6.67,6.460000000000001,79.87,36.6,36.81,46.09,11449.63,True,7
ORD-538210,2023-10-13,17:53:44,Completed,Mobile App,CUST-006421,Wayne Harris,59,Male,Consumer,Returning,East Susanville,Victoria,Australia,South,60839,Credit Card,Paid,AUD,Express,WH-005,3.0,3.0,On Time,,,4.4,Positive,Good product. Works as expected.,Facebook Ads,,,59,32,5,514.8900000000001,26.63,48.82000000000001,62.84,599.92,206.64,330.44,55.08,1043.82,True,3
ORD-611032,2024-10-15,16:54:51,Cancelled,Mobile App,CUST-019993,Julie Malone,53,Female,Consumer,Loyal,Murraytown,Florida,USA,South,63597,Cash on Delivery,Failed,USD,Standard,WH-010,,,Cancelled,,,,,,TikTok,Default_Campaign,,0,0,8,1473.92,0.0,103.18,15.46,1592.56,731.19,845.91,53.12,4087.01,True,5
ORD-251478,2021-02-05,11:24:13,Completed,Marketplace,CUST-009961,Ashley Shepherd,48,Male,Premium,Loyal,North Paulafurt,Hesse,Germany,Central,62334,Credit Card,Paid,EUR,Same Day,WH-014,1.0,1.0,On Time,,,3.6,Positive,Decent quality for the price.,Referral,,,94,40,7,904.87,138.87,145.54,35.54,947.08,423.29,488.25,51.55,14327.51,True,9
ORD-213565,2024-12-02,10:06:10,Completed,Social Media,CUST-022239,Todd Atkinson,23,Male,Premium,Loyal,Maryport,Baden-Württemberg,Germany,South,41798,Debit Card,Paid,EUR,Same Day,WH-007,0.0,0.0,On Time,,,3.9,Positive,Met my expectations. Would recommend.,Organic Search,Default_Campaign,,98,31,4,1177.4,369.71,153.45999999999998,19.6,980.75,629.2,331.95,33.85,7555.74,True,8
ORD-836477,2024-09-29,08:27:32,Completed,Mobile App,CUST-003905,Juan Rios,59,Male,Premium,Loyal,Gomezhaven,North Carolina,USA,South,26535,Credit Card,Paid,USD,Standard,WH-004,10.0,6.0,Delayed,,,3.6,Positive,Decent quality for the price.,Facebook Ads,FB_Retargeting,,156,124,7,1853.71,391.3,102.37,4.869999999999999,1569.65,880.5200000000001,684.26,43.59,8381.43,True,7
ORD-461852,2021-11-12,10:31:57,Completed,Mobile App,CUST-018900,Darren Hooper,20,Male,Premium,Loyal,South Georgeberg,Florida,USA,South,33598,Credit Card,Paid,USD,Same Day,WH-001,0.0,0.0,On Time,,,3.7,Positive,Good product. Works as expected.,Affiliate,,,170,113,3,1759.16,200.9,109.08,32.95,1700.29,1016.42,650.92,38.28,11134.64,True,7
ORD-806859,2022-06-12,00:34:59,Completed,Social Media,CUST-001377,Taylor Sharp,18,Female,Consumer,Loyal,Albertburgh,New York,USA,East,47391,Credit Card,Paid,USD,Standard,WH-019,4.0,4.0,On Time,,,3.5,Positive,Decent quality for the price.,Google Ads,,,51,6,2,506.74,35.92,32.96,12.5,516.28,211.06,292.72,56.7,1981.18,True,6
ORD-690066,2024-11-27,21:01:51,Completed,Mobile App,CUST-024086,Stephanie Salazar,28,Female,Premium,Loyal,Millerview,Georgia,USA,South,47077,Buy Now Pay Later,Paid,USD,Standard,WH-002,6.0,6.0,On Time,,,3.5,Positive,Good product. Works as expected.,Organic Search,Default_Campaign,SAVE24,117,71,7,2284.05,1200.11,75.88,14.56,1174.38,1131.8,28.020000000000003,2.39,15261.16,True,12
ORD-323840,2021-08-12,20:45:19,Completed,Website,CUST-002288,Laura Galloway,24,Male,VIP,Loyal,West Kenneth,California,USA,West,63007,Bank Transfer,Paid,USD,Economy,WH-019,8.0,10.0,Early,,,3.7,Positive,Good product. Works as expected.,Organic Search,,,9,5,1,92.69,1.17,6.41,0.4500000000000002,98.38,46.31,51.62,52.47,3816.08,True,7
ORD-794783,2025-04-07,19:01:31,Completed,Marketplace,CUST-019070,Stephen Simpson,53,Female,Business,Loyal,Harrisstad,Northern Ireland,UK,West,21601,Digital Wallet,Pending,GBP,Standard,WH-006,6.0,6.0,On Time,,,3.6,Positive,Met my expectations. Would recommend.,Organic Search,,,45,24,3,413.12,47.31,73.16,14.52,453.49,204.44,234.53,51.72,12682.63,True,8
ORD-761895,2025-12-02,05:05:37,Completed,Mobile App,CUST-016981,Eric Munoz,62,Male,Premium,Returning,South Michaelton,South Australia,Australia,South,12174,Debit Card,Paid,AUD,Standard,WH-006,5.0,5.0,On Time,,,3.9,Positive,Good product. Works as expected.,Google Ads,,,35,22,3,362.3,50.6,31.17,8.39,351.26,167.35,175.52,49.97,1463.7199999999998,True,3
ORD-834273,2021-07-21,08:08:11,Completed,Website,CUST-014292,Morgan Thompson,66,Female,Consumer,Loyal,North Gregory,Bavaria,Germany,South,44024,Credit Card,Pending,EUR,Express,WH-015,3.0,1.0,Delayed,,,3.6,Positive,Good value for money.,Referral,,,5,1,4,46.8,13.61,6.31,12.45,51.95,13.88,25.62,49.32,4622.84,True,6
ORD-810147,2023-12-23,04:01:19,Completed,Marketplace,CUST-007243,Caitlin Hendricks,57,Female,Premium,Loyal,West Markview,Northern Ireland,UK,West,71464,PayPal,Paid,GBP,Standard,WH-008,5.0,5.0,On Time,,,3.8,Positive,Met my expectations. Would recommend.,Facebook Ads,,,30,9,5,560.44,311.04999999999995,49.88,3.9899999999999993,303.26,305.64,-6.369999999999997,-2.1,13157.56,True,10
ORD-206653,2021-03-02,18:39:17,Completed,Marketplace,CUST-004684,Laura Foster,43,Male,Premium,Returning,Grayville,Sharjah,UAE,North,97958,Digital Wallet,Paid,AED,Express,WH-014,1.0,1.0,On Time,,,4.0,Positive,Satisfied with the purchase.,Direct,Default_Campaign,,14,12,1,154.71,29.75,6.25,16.63,147.84,78.39,52.82,35.73,791.85,True,2
